2018-09-22,Idaho St,25,@North Dakota,21,
2018-09-22,@N Dakota St,38,Delaware,10,
2018-09-22,@Northern Arizona,31,Southern Utah,23,
2018-09-22,@Stony Brook,36,Richmond,10,
2018-09-22,@TN Martin,37,Austin Peay,7,
2018-09-22,@W Carolina,52,VMI,50,
2018-09-22,Truman St,34,@Valparaiso,20,
2018-09-27,Northern Iowa,33,@Indiana St,0,
2018-09-27,@NC A&T,31,S Carolina St,16,
2018-09-27,@Presbyterian,10,Lindsey Wilson,0,
2018-09-28,Princeton,45,@Columbia,10,
2018-09-28,Rhode Island,23,@Harvard,16,
2018-09-29,Incarnate Word,44,@Abilene Chr,34,
2018-09-29,@Jacksonville St,48,Austin Peay,32,
2018-09-29,Bethune-Cookman,35,@Savannah St,20,
2018-09-29,Bucknell,19,@Holy Cross,16,
2018-09-29,@Butler,24,Morehead St,21,
2018-09-29,Montana,48,@Cal Poly,28,
2018-09-29,@Campbell,30,North Alabama,7,
2018-09-29,@Lafayette,31,Central Conn,24,
2018-09-29,@Towson,44,Citadel,27,
2018-09-29,@Cornell,43,Sacred Heart,24,
2018-09-29,@Marist,28,Dayton,17,
2018-09-29,@Norfolk St,54,Delaware St,28,
2018-09-29,Drake,41,@Jacksonville,9,
2018-09-29,E Illinois,52,@Tennessee Tech,38,
2018-09-29,@Elon,30,New Hampshire,9,
2018-09-29,E Washington,34,@Montana St,17,
2018-09-29,Florida A&M,55,@NC Central,14,
2018-09-29,@Furman,44,W Carolina,38,
2018-09-29,Wofford,45,@Gardner Webb,14,
2018-09-29,Prairie View,22,Grambling,16,Dallas TX
2018-09-29,@Idaho,20,Portland St,7,
2018-09-29,@Idaho St,56,Northern Arizona,42,
2018-09-29,James Madison,63,@Richmond,10,
2018-09-29,@Kennesaw,24,Samford,10,
2018-09-29,@Nicholls St,50,Lamar,27,
2018-09-29,@Yale,35,Maine,14,
2018-09-29,@McNeese St,17,SF Austin,10,
2018-09-29,@Monmouth NJ,54,Wagner,47,
2018-09-29,North Dakota,38,@N Colorado,13,
2018-09-29,@SE Louisiana,24,Northwestern LA,17,
2018-09-29,@San Diego,49,Stetson,10,
2018-09-29,South Dakota,31,@S Illinois,24,
2018-09-29,@W Illinois,45,Youngstown St,38,
2018-09-29,@Florida Intl,55,Ark Pine Bluff,9,
2018-09-29,@SMU,63,Houston Bap,27,
2018-09-29,@Vanderbilt,31,Tennessee St,27,
2018-09-29,@Brown,35,Georgetown,7,
2018-09-29,Mercer,48,@VMI,38,
2018-09-29,@Dartmouth,37,Penn,14,
2018-09-29,@Missouri St,24,Illinois St,21,
2018-09-29,@Sam Houston St,34,Cent Arkansas,31,
2018-09-29,Charleston So,48,@Hampton,14,
2018-09-29,@ETSU,17,Chattanooga,14,
2018-09-29,Alabama A&M,21,@Jackson St,16,
2018-09-29,@N Dakota St,21,S Dakota St,17,
2018-09-29,Alcorn St,20,@Southern Univ,3,
2018-09-29,@Stony Brook,29,Villanova,27,
2018-09-29,Davidson,40,@Valparaiso,35,
2018-09-29,Colgate,23,@William & Mary,0,
2018-09-29,@Murray St,45,TN Martin,38,
2018-09-29,@St Francis PA,59,WV Wesleyan,3,
2018-10-05,Dartmouth,41,@Yale,18,
2018-10-06,@McNeese St,24,Abilene Chr,21,
2018-10-06,Alabama St,28,@Alcorn St,25,
2018-10-06,@William & Mary,25,Albany NY,22,
2018-10-06,@Rhode Island,48,Brown,0,
2018-10-06,Bryant,21,@Duquesne,20,
2018-10-06,Colgate,27,@Bucknell,3,
2018-10-06,@Drake,36,Butler,6,
2018-10-06,Cal Poly,41,@CS Sacramento,27,
2018-10-06,@Campbell,49,Wagner,3,
2018-10-06,@Savannah St,23,Charleston So,3,
2018-10-06,Wofford,21,@Chattanooga,10,
2018-10-06,@Columbia,34,Marist,24,
2018-10-06,@Cornell,28,Harvard,24,
2018-10-06,@Davidson,44,Jacksonville,37,
2018-10-06,Murray St,48,@E Illinois,41,
2018-10-06,Jacksonville St,56,@E Kentucky,7,
2018-10-06,@Florida A&M,17,Norfolk St,0,
2018-10-06,@New Hampshire,28,Holy Cross,0,
2018-10-06,@Idaho St,62,Idaho,28,
2018-10-06,@Illinois St,33,W Illinois,16,
2018-10-06,@Incarnate Word,52,SE Louisiana,34,
2018-10-06,@S Dakota St,54,Indiana St,51,
2018-10-06,@Kennesaw,56,Presbyterian,0,
2018-10-06,@Princeton,66,Lehigh,7,
2018-10-06,@Maine,13,Villanova,10,
2018-10-06,Portland St,22,@Montana,20,
2018-10-06,San Diego,51,@Morehead St,34,
2018-10-06,S Carolina St,21,@Morgan St,18,
2018-10-06,UC Davis,49,@N Colorado,36,
2018-10-06,Nicholls St,28,@Northwestern LA,10,
2018-10-06,West Florida,24,@North Alabama,19,
2018-10-06,@Northern Arizona,28,Weber St,24,
2018-10-06,@Samford,66,W Carolina,28,
2018-10-06,Sam Houston St,54,SF Austin,21,Houston TX
2018-10-06,SE Missouri St,70,@Tennessee Tech,38,
2018-10-06,@Youngstown St,17,S Illinois,14,
2018-10-06,Central Conn,56,@Robert Morris,35,
2018-10-06,Georgetown,23,@Fordham,11,
2018-10-06,@NC Central,40,Howard,35,
2018-10-06,NC A&T,34,@Delaware St,6,
2018-10-06,@South Dakota,35,Missouri St,28,
2018-10-06,Penn,31,@Sacred Heart,27,
2018-10-06,@Cent Arkansas,66,Houston Bap,35,
2018-10-06,@Hampton,41,Lane,8,
2018-10-06,@Bethune-Cookman,41,MS Valley St,27,
2018-10-06,Jackson St,30,@Ark Pine Bluff,27,
2018-10-06,@Austin Peay,49,Tennessee St,34,
2018-10-06,@Dayton,53,Valparaiso,20,
2018-10-06,@ETSU,45,Gardner Webb,0,
2018-10-06,@E Washington,55,Southern Utah,17,
2018-10-06,Elon,27,@James Madison,24,
2018-10-06,N Dakota St,56,@Northern Iowa,31,
2018-10-06,Delaware,43,@Richmond,28,
2018-10-06,Alabama A&M,42,@TX Southern,21,
2018-10-06,@Towson,52,Stony Brook,28,
2018-10-06,@Grambling,62,Panhandle St,7,
2018-10-12,@Harvard,33,Holy Cross,31,
2018-10-13,@Abilene Chr,28,Nicholls St,12,
2018-10-13,Alcorn St,35,@Alabama A&M,26,
2018-10-13,@South Alabama,45,Alabama St,7,
2018-10-13,Richmond,27,@Albany NY,24,
2018-10-13,@SE Missouri St,31,Austin Peay,27,
2018-10-13,Bethune-Cookman,28,@S Carolina St,26,
2018-10-13,@Princeton,48,Brown,10,
2018-10-13,Central Conn,48,@Bryant,14,
2018-10-13,@Monmouth NJ,36,Bucknell,19,
2018-10-13,Chattanooga,26,@W Carolina,6,
2018-10-13,@Colgate,31,Cornell,0,
2018-10-13,Morehead St,35,@Davidson,28,
2018-10-13,@San Diego,36,Dayton,34,
2018-10-13,Stetson,23,@Drake,21,
2018-10-13,@Weber St,14,E Washington,6,
2018-10-13,Fordham,43,@Lehigh,14,
2018-10-13,@Furman,34,Wofford,14,
2018-10-13,Kennesaw,56,@Gardner Webb,17,
2018-10-13,@SE Louisiana,62,Houston Bap,52,
2018-10-13,@Montana St,24,Idaho,23,
2018-10-13,@UC Davis,44,Idaho St,37,
2018-10-13,@Illinois St,51,S Illinois,3,
2018-10-13,@Lamar,27,Incarnate Word,21,
2018-10-13,Marist,20,@Jacksonville,17,
2018-10-13,James Madison,37,@Villanova,0,
2018-10-13,Maine,38,@Rhode Island,36,
2018-10-13,@Yale,35,Mercer,28,
2018-10-13,@North Alabama,34,Mississippi Col,17,
2018-10-13,Morgan St,18,@Savannah St,11,
2018-10-13,@Portland St,35,N Colorado,14,Portland OR
2018-10-13,N Dakota St,34,@W Illinois,7,
2018-10-13,Northern Iowa,42,@South Dakota,28,
2018-10-13,Sam Houston St,42,@Northwestern LA,28,
2018-10-13,@S Dakota St,36,Youngstown St,7,
2018-10-13,@Towson,29,William & Mary,13,
2018-10-13,@Howard,55,Delaware St,13,
2018-10-13,@Duquesne,48,Robert Morris,24,
2018-10-13,Georgetown,13,@Lafayette,6,
2018-10-13,@Samford,73,VMI,22,
2018-10-13,@Penn,13,Columbia,10,
2018-10-13,@Dartmouth,42,Sacred Heart,0,
2018-10-13,Florida A&M,22,@NC A&T,21,
2018-10-13,Missouri St,29,@Indiana St,26,
2018-10-13,Cent Arkansas,27,@SF Austin,17,
2018-10-13,Hampton,24,@Presbyterian,23,
2018-10-13,@Wagner,23,St Francis PA,22,
2018-10-13,ETSU,26,@Citadel,23,
2018-10-13,@Delaware,28,Elon,16,
2018-10-13,@Jackson St,23,MS Valley St,7,
2018-10-13,@Jacksonville St,49,E Illinois,22,
2018-10-13,@Murray St,45,Tennessee St,21,
2018-10-13,Stony Brook,35,@New Hampshire,7,
2018-10-13,@North Dakota,41,Montana,14,
2018-10-13,Southern Univ,38,@Prairie View,0,
2018-10-13,@Southern Utah,48,CS Sacramento,27,
2018-10-13,E Kentucky,35,@TN Martin,34,
2018-10-13,Grambling,34,@TX Southern,21,
2018-10-13,@Valparaiso,35,Butler,17,
2018-10-13,@Charleston So,58,VA-Lynchburg,6,
2018-10-19,Yale,23,@Penn,10,
2018-10-20,Abilene Chr,48,@SE Louisiana,27,
2018-10-20,Towson,56,@Albany NY,28,
2018-10-20,@Alcorn St,33,Grambling,26,
2018-10-20,Cornell,34,@Brown,16,
2018-10-20,Bryant,42,@Fordham,41,
2018-10-20,Lafayette,29,@Bucknell,27,
2018-10-20,San Diego,42,@Butler,13,
2018-10-20,UC Davis,52,@Cal Poly,10,
2018-10-20,@Monmouth NJ,38,Campbell,21,
2018-10-20,Sacred Heart,28,@Central Conn,25,
2018-10-20,@Charleston So,41,Presbyterian,7,
2018-10-20,North Dakota,41,@CS Sacramento,15,
2018-10-20,@Marist,48,Davidson,41,
2018-10-20,Drake,28,@Dayton,17,
2018-10-20,@S Carolina St,30,Delaware St,19,
2018-10-20,Duquesne,27,@St Francis PA,20,
2018-10-20,@Elon,38,Richmond,28,
2018-10-20,Samford,38,@Furman,25,
2018-10-20,Princeton,29,@Harvard,21,
2018-10-20,SF Austin,42,@Houston Bap,14,
2018-10-20,@N Dakota St,28,Illinois St,14,
2018-10-20,@Incarnate Word,45,McNeese St,17,
2018-10-20,Indiana St,24,@S Illinois,21,
2018-10-20,@Stetson,38,Jacksonville,35,
2018-10-20,@SE Missouri St,37,Jacksonville St,14,
2018-10-20,@Lamar,41,Sam Houston St,23,
2018-10-20,@Mercer,59,W Carolina,46,
2018-10-20,@Weber St,34,Montana St,24,
2018-10-20,NC Central,36,@Norfolk St,6,
2018-10-20,@N Colorado,42,Northern Arizona,14,
2018-10-20,@Northern Iowa,24,S Dakota St,9,
2018-10-20,@Youngstown St,29,South Dakota,17,
2018-10-20,@Idaho,31,Southern Utah,12,
2018-10-20,Citadel,34,@VMI,32,
2018-10-20,Howard,35,@Morgan St,26,
2018-10-20,NC A&T,35,@Bethune-Cookman,10,
2018-10-20,Dartmouth,28,@Columbia,12,
2018-10-20,W Illinois,31,@Missouri St,14,
2018-10-20,@Cent Arkansas,38,Northwestern LA,17,
2018-10-20,@MS Valley St,48,Ark Pine Bluff,47,
2018-10-20,@Liberty,48,Idaho St,41,
2018-10-20,@E Illinois,24,TN Martin,21,
2018-10-20,Murray St,34,@E Kentucky,6,
2018-10-20,@Georgetown,22,Lehigh,16,
2018-10-20,North Alabama,24,@Jackson St,7,
2018-10-20,@Morehead St,31,Valparaiso,24,
2018-10-20,Delaware,38,@New Hampshire,14,
2018-10-20,@Stony Brook,52,Rhode Island,14,
2018-10-20,@Tennessee St,41,Tennessee Tech,14,
2018-10-20,@William & Mary,27,Maine,20,
2018-10-20,@Wofford,30,ETSU,17,
2018-10-20,@Robert Morris,49,Central St OH,45,
2018-10-20,Southern Univ,21,TX Southern,7,Dallas TX
2018-10-27,Alabama A&M,27,Alabama St,10,Birmingham AL
2018-10-27,@Maine,28,Albany NY,9,
2018-10-27,Alcorn St,27,@Prairie View,13,
2018-10-27,@Austin Peay,41,Tennessee Tech,10,
2018-10-27,@Sacred Heart,49,Bryant,26,
2018-10-27,Dayton,38,@Butler,28,
2018-10-27,Cal Poly,38,@Northern Arizona,28,
2018-10-27,Gardner Webb,35,@Campbell,7,
2018-10-27,@Central Conn,49,Wagner,24,
2018-10-27,Kennesaw,38,@Charleston So,10,
2018-10-27,Furman,28,@Citadel,17,
2018-10-27,@Columbia,17,Yale,10,
2018-10-27,@Princeton,66,Cornell,0,
2018-10-27,Portland St,41,@CS Sacramento,14,
2018-10-27,Stetson,56,@Davidson,53,
2018-10-27,@Delaware St,28,NC Central,13,
2018-10-27,@E Kentucky,31,E Illinois,23,
2018-10-27,@E Washington,38,Idaho,14,
2018-10-27,@Florida A&M,38,Morgan St,3,
2018-10-27,Lafayette,21,@Fordham,13,
2018-10-27,@Holy Cross,56,Lehigh,0,
2018-10-27,@Northwestern LA,31,Houston Bap,28,
2018-10-27,@Idaho St,24,Montana St,17,
2018-10-27,S Dakota St,38,@Illinois St,28,
2018-10-27,Indiana St,43,@Youngstown St,17,
2018-10-27,@San Diego,59,Jacksonville,35,
2018-10-27,Jacksonville St,42,@Murray St,15,
2018-10-27,Lamar,24,@SF Austin,17,
2018-10-27,Marist,48,@Morehead St,21,
2018-10-27,@Wofford,42,Mercer,21,
2018-10-27,UC Davis,49,@Montana,21,
2018-10-27,N Dakota St,59,@South Dakota,14,
2018-10-27,New Hampshire,34,@Villanova,0,
2018-10-27,@Savannah St,32,Norfolk St,3,
2018-10-27,@W Illinois,37,Northern Iowa,17,
2018-10-27,@Rhode Island,21,William & Mary,10,
2018-10-27,@Sam Houston St,28,SE Louisiana,25,
2018-10-27,@Grambling,45,Ark Pine Bluff,38,
2018-10-27,@Chattanooga,34,VMI,27,
2018-10-27,@Colgate,38,Georgetown,0,
2018-10-27,S Carolina St,27,@Howard,21,
