opponent,result,win,loss,margin,location,opponent rating
FCS,1,7,97,3,HOME,0
Houston,0,7,3,18,HOME,0.514982254488713
Hawaii,0,6,5,14,AWAY,0.363262021397239
Southern Miss,0,4,5,18,AWAY,0.340049490263838
Wake Forest,0,5,5,32,AWAY,0.41069141135869
UT San Antonio,0,3,7,17,HOME,0.164956345952536
UAB,0,9,1,42,HOME,0.583552163617727
Florida Intl,0,7,3,19,AWAY,0.449060367425559
North Texas,0,7,3,24,AWAY,0.549595953524977
UTEP,0,1,9,8,HOME,0.0698610201934495
Louisiana Tech,0,7,3,15,AWAY,0.474205668232589
