8/28/1999,Florida St,41,Louisiana Tech,7,34
8/28/1999,NC State,23,Texas,20,3
8/28/1999,Notre Dame,48,Kansas,13,35
8/28/1999,Penn St,41,Arizona,7,34
8/29/1999,Miami FL,23,Ohio St,12,11
9/2/1999,C Michigan,33,E Illinois,17,16
9/2/1999,Idaho,48,E Washington,21,27
9/2/1999,Iowa St,33,Indiana St,7,26
9/2/1999,Maryland,6,Temple,0,6
9/2/1999,Michigan St,27,Oregon,20,7
9/2/1999,UNLV,26,North Texas,3,23
9/2/1999,New Mexico St,73,NM Highlands,7,66
9/2/1999,Syracuse,35,Toledo,12,23
9/2/1999,W Illinois,27,N Illinois,21,6
9/4/1999,Air Force,37,Villanova,13,24
9/4/1999,Alabama,28,Vanderbilt,17,11
9/4/1999,Arkansas,26,SMU,0,26
9/4/1999,Auburn,22,Appalachian St,15,7
9/4/1999,Boston College,30,Baylor,29,1
9/4/1999,California,21,Rutgers,7,14
9/4/1999,Cincinnati,41,Kent,3,38
9/4/1999,Colorado St,41,Colorado,14,27
9/4/1999,East Carolina,30,West Virginia,23,7
9/4/1999,Florida,55,W Michigan,26,29
9/4/1999,Fresno St,34,Portland St,6,28
9/4/1999,Georgia,38,Utah St,7,31
9/4/1999,Georgia Tech,49,Navy,14,35
9/4/1999,Houston,28,Rice,3,25
9/4/1999,Illinois,41,Arkansas St,3,38
9/4/1999,Indiana,21,Ball St,9,12
9/4/1999,LSU,29,San Jose St,21,8
9/4/1999,Louisville,56,Kentucky,28,28
9/4/1999,Marshall,13,Clemson,10,3
9/4/1999,Miami FL,57,Florida A&M,3,54
9/4/1999,Miami OH,28,Northwestern,3,25
9/4/1999,Michigan,26,Notre Dame,22,4
9/4/1999,Minnesota,33,Ohio,7,26
9/4/1999,Mississippi,3,Memphis,0,3
9/4/1999,Mississippi St,40,MTSU,7,33
9/4/1999,Missouri,31,UAB,28,3
9/4/1999,Nebraska,42,Iowa,7,35
9/4/1999,NC State,10,South Carolina,0,10
9/4/1999,ULM,27,Nicholls St,10,17
9/4/1999,Oklahoma St,24,ULL,7,17
9/4/1999,Oregon St,28,Nevada,13,15
9/4/1999,Penn St,70,Akron,24,46
9/4/1999,Pittsburgh,30,Bowling Green,10,20
9/4/1999,Purdue,47,UCF,13,34
9/4/1999,San Diego St,41,South Florida,12,29
9/4/1999,USC,62,Hawaii,7,55
9/4/1999,Tennessee,42,Wyoming,17,25
9/4/1999,Texas,69,Stanford,17,52
9/4/1999,Texas A&M,37,Louisiana Tech,17,20
9/4/1999,UTEP,13,New Mexico,10,3
9/4/1999,Tulsa,45,Missouri St,21,24
9/4/1999,UCLA,38,Boise St,7,31
9/4/1999,Utah,27,Washington St,7,20
9/4/1999,Virginia,20,North Carolina,17,3
9/4/1999,Virginia Tech,47,James Madison,0,47
9/4/1999,Wisconsin,49,Murray St,10,39
9/5/1999,Arizona,35,TCU,31,4
9/6/1999,Arizona St,31,Texas Tech,13,18
9/6/1999,Southern Miss,48,Tulane,14,34
9/9/1999,BYU,35,Washington,28,7
9/11/1999,Akron,17,Buffalo,10,7
9/11/1999,Alabama,37,Houston,10,27
9/11/1999,Arizona,34,MTSU,19,15
9/11/1999,Auburn,30,Idaho,23,7
9/11/1999,Boise St,35,Southern Utah,27,8
9/11/1999,Bowling Green,40,Tennessee Tech,15,25
9/11/1999,Clemson,33,Virginia,14,19
9/11/1999,Colorado,63,San Jose St,35,28
9/11/1999,Colorado St,38,Nevada,33,5
